基金代码,基金全称,基金简称,基金类型,发行日期,成立日期/规模,资产规模,份额规模,基金管理人,基金托管人,基金经理人,成立来分红,管理费率,托管费率,销售服务费率,最高认购费率,最高申购费率,最高赎回费率,业绩比较基准,跟踪标的
013305,易方达中证科创创业50交易型开放式指数证券投资基金联接基金,易方达中证科创创业50联接C,指数型-股票,2021年08月09日,2021年08月24日 / 20.340亿份,19.86亿元,18.1973亿份,易方达基金,工商银行,伍臣东,每份累计0.00元,0.15%（每年）,0.05%（每年）,0.30%（每年）,0.00%,0.00%,1.50%,中证科创创业50指数收益率*95%+活期存款利率(税后)*5%,中证科创创业50指数
013311,华夏中证科创创业50交易型开放式指数证券投资基金发起式联接基金,华夏科创创业50ETF联接C,指数型-股票,2021年08月09日,2021年08月24日 / 7.371亿份,5.85亿元,5.6444亿份,华夏基金,中国银行,徐猛,每份累计0.00元,0.15%（每年）,0.05%（每年）,0.30%（每年）,0.00%,0.00%,1.50%,中证科创创业50指数收益率*95%+人民币活期存款税后利率*5%,中证科创创业50指数
013314,富国中证科创创业50交易型开放式指数证券投资基金联接基金,富国中证科创创业50ETF联接C,指数型-股票,2021年08月09日,2021年08月24日 / 5.112亿份,2.76亿元,2.5219亿份,富国基金,建设银行,曹璐迪,每份累计0.00元,0.50%（每年）,0.10%（每年）,0.10%（每年）,0.00%,0.00%,1.50%,中证科创创业50指数收益率*95%+银行活期存款利率(税后)*5%,中证科创创业50指数
013316,嘉实中证科创创业50交易型开放式指数证券投资基金发起式联接基金,嘉实中证科创创业50ETF发起联接C,指数型-股票,2021年08月09日,2021年08月24日 / 0.760亿份,2.90亿元,2.8645亿份,嘉实基金,中国银河,李直,每份累计0.00元,0.50%（每年）,0.10%（每年）,0.25%（每年）,0.00%,0.00%,1.50%,中证科创创业50指数收益率*95%+银行活期存款利率(税后)*5%,中证科创创业50指数
013318,华宝中证科创创业50交易型开放式指数证券投资基金发起式联接基金,华宝中证科创创业50ETF联接C,指数型-股票,2021年08月09日,2021年08月25日 / 1.615亿份,0.50亿元,0.4621亿份,华宝基金,工商银行,胡洁,每份累计0.00元,0.50%（每年）,0.10%（每年）,0.30%（每年）,0.00%,0.00%,1.50%,中证科创创业50指数收益率*95%+人民币银行活期存款利率(税后)*5%,中证科创创业50指数
013331,富国中证1000指数增强型证券投资基金(LOF),富国中证1000指数增强(LOF)C,指数型-股票,2018年12月19日,2021年08月19日 / --,3.92亿元,1.5747亿份,富国基金,农业银行,徐幼华、方旻,每份累计0.00元,1.00%（每年）,0.15%（每年）,0.20%（每年）,---,0.00%,1.50%,中证1000指数收益率*95%+银行人民币活期存款利率(税后)*5%,中证1000指数
013340,创金合信芯片产业股票型发起式证券投资基金,创金合信芯片产业股票发起C,股票型,2021年08月24日,2021年09月28日 / 0.352亿份,6.51亿元,4.6267亿份,创金合信基金,农业银行,刘扬,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,中证芯片产业指数收益率*80%+中债综合全价指数收益率*10%+中证港股通综合指数收益率*10%,该基金无跟踪标的
013366,汇添富产业升级混合型证券投资基金,汇添富产业升级混合C,混合型-偏股,2021年10月12日,2021年10月29日 / 6.599亿份,1.05亿元,1.0125亿份,汇添富基金,交通银行,赵鹏程,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%,该基金无跟踪标的
013392,广发港股通优质增长混合型证券投资基金,广发港股通优质增长混合C,混合型-偏股,2019年04月01日,2021年08月19日 / --,0.88亿元,0.5859亿份,广发基金,浦发银行,樊力谨,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,人民币计价的恒生指数收益率*70%+中证全债指数收益率*30%,该基金无跟踪标的
013396,华夏新能源车龙头混合型发起式证券投资基金,华夏新能源车龙头混合发起式C,混合型-偏股,2021年08月23日,2021年09月15日 / 1.156亿份,4.28亿元,3.6312亿份,华夏基金,招商银行,杨宇,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%,0.00%,1.50%,中证新能源汽车产业指数收益率*60%+中证港股通综合指数收益率*20%+中债综合(全价)指数收益率*20%,该基金无跟踪标的
013410,博时裕隆灵活配置混合型证券投资基金,博时裕隆灵活配置混合C,混合型-灵活,2014年05月05日,2021年08月31日 / --,0.01亿元,0.0027亿份,博时基金,农业银行,陈鹏扬,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,沪深300指数收益率*75%+中证全债指数收益率*25%,该基金无跟踪标的
013418,博时核心资产精选混合型证券投资基金,博时核心资产精选混合C,混合型-偏股,2021年09月02日,2021年09月17日 / 10.003亿份,0.74亿元,0.6336亿份,博时基金,工商银行,冀楠,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中债综合财富(总值)指数收益率*20%,该基金无跟踪标的
013446,西藏东财中证芯片产业交易型开放式指数证券投资基金发起式联接基金,东财芯片C,指数型-股票,2021年09月06日,2021年09月16日 / 3.151亿份,3.11亿元,2.4284亿份,东财基金,兴业银行,姚楠燕,每份累计0.00元,0.50%（每年）,0.05%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证芯片产业指数收益率*95%+银行活期存款利率(税后)*5%,中证芯片产业指数
013466,博时智选量化多因子股票型证券投资基金,博时智选量化多因子股票C,股票型,2021年10月18日,2021年11月02日 / 4.735亿份,21.34亿元,14.6536亿份,博时基金,浙商银行,刘钊,每份累计0.21元,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,中证1000指数收益率*90%+中债综合财富(总值)指数收益率*5%+活期存款收益率*5%,该基金无跟踪标的
013489,广发东财大数据精选灵活配置混合型证券投资基金,广发东财大数据精选混合C,混合型-灵活,2017年11月06日,2021年09月03日 / --,0.96亿元,0.5367亿份,广发基金,建设银行,易威、杨冬,每份累计0.00元,1.00%（每年）,0.15%（每年）,0.10%（每年）,---,0.00%,1.50%,中证全指指数收益率*50%+中证全债指数收益率*50%,该基金无跟踪标的
013514,长安先进制造混合型证券投资基金,长安先进制造混合C,混合型-偏股,2021年10月08日,2021年10月28日 / 4.623亿份,0.36亿元,0.4409亿份,长安基金,农业银行,徐小勇,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,中证TMT产业主题指数收益率*40%+中国战略新兴产业成份指数收益率*20%+中证港股通综合指数(人民币)收益率*20%+中债综合全价指数收益率*20%,该基金无跟踪标的
013533,广发科技创新混合型证券投资基金,广发科技创新混合C,混合型-偏股,2019年12月20日,2021年09月10日 / --,16.10亿元,6.6854亿份,广发基金,建设银行,吴远怡,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中国战略新兴产业成份指数收益率*70%+中证全债指数收益率*30%,该基金无跟踪标的
013553,汇添富成长领先混合型证券投资基金,汇添富成长领先混合C,混合型-偏股,2021年11月15日,2021年12月10日 / 21.508亿份,3.10亿元,2.5935亿份,汇添富基金,建设银行,郑磊,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,中证500指数收益率*65%+恒生指数收益率(使用估值汇率折算)*15%+中债综合指数收益率*20%,该基金无跟踪标的
013562,国联匠心优选混合型证券投资基金,国联匠心优选混合C,混合型-偏股,2021年10月18日,2021年11月02日 / 7.592亿份,0.36亿元,0.3377亿份,国联基金,工商银行,王喆、杜超,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合指数收益率*20%,该基金无跟踪标的
013613,宝盈国家安全战略沪港深股票型证券投资基金,宝盈国家安全沪港深股票C,股票型,2015年12月21日,2021年09月24日 / --,0.25亿元,0.1317亿份,宝盈基金,中国银行,容志能,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,沪深300指数收益率*65%+恒生综合指数收益率*15%+中债综合指数收益率*20%,该基金无跟踪标的
013620,华安媒体互联网混合型证券投资基金,华安媒体互联网混合C,混合型-灵活,2015年04月29日,2021年10月18日 / --,10.71亿元,2.612亿份,华安基金,工商银行,胡宜斌,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中证800指数收益率*50%+中国债券总指数收益率*50%,该基金无跟踪标的
013621,华安智能生活混合型证券投资基金,华安智能生活混合C,混合型-偏股,2019年04月08日,2021年10月18日 / --,1.25亿元,0.391亿份,华安基金,农业银行,胡宜斌,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中证800指数收益率*70%+恒生指数收益率*10%+中债综合全价指数收益率*20%,该基金无跟踪标的
013622,华安智能装备主题股票型证券投资基金,华安智能装备主题股票C,股票型,2015年04月01日,2021年10月18日 / --,0.82亿元,0.2492亿份,华安基金,农业银行,刘畅畅,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中证800指数收益率*80%+中国债券总指数收益率*20%,该基金无跟踪标的
013637,国投瑞银策略回报混合型证券投资基金,国投瑞银策略回报混合C,混合型-偏股,2021年11月03日,2021年11月18日 / 3.699亿份,0.09亿元,0.0745亿份,国投瑞银基金,工商银行,吉莉,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证800指数收益率*60%+中证港股通综合指数收益率*20%+中债综合指数收益率*20%,该基金无跟踪标的
013642,博道成长智航股票型证券投资基金,博道成长智航股票C,股票型,2021年10月11日,2021年10月26日 / 27.934亿份,31.21亿元,21.5288亿份,博道基金,广发证券,杨梦,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,中信成长风格指数收益率*90%+同期银行活期存款利率(税后)*10%,该基金无跟踪标的
013681,华安品质甄选混合型证券投资基金,华安品质甄选混合C,混合型-偏股,2022年07月07日,2022年07月20日 / 12.363亿份,3.12亿元,2.5031亿份,华安基金,浦发银行,刘畅畅,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证800指数收益率*65%+中证港股通综合指数收益率*15%+中债综合全价指数收益率*20%,该基金无跟踪标的
013722,信澳景气优选混合型证券投资基金,信澳景气优选混合C,混合型-偏股,2021年12月03日,2021年12月21日 / 3.025亿份,4.88亿元,2.9982亿份,信达澳亚基金,建设银行,吴清宇,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%,0.00%,1.50%,中证800指数收益率*85%+中证港股通综合指数收益率*5%+银行活期存款利率(税后)*10%,该基金无跟踪标的
013734,红塔红土盛丰混合型证券投资基金,红塔红土盛丰混合C,混合型-偏股,2021年09月22日,2021年12月24日 / 2.012亿份,0.21亿元,0.1397亿份,红塔红土,宁波银行,赵耀,每份累计0.34元,1.20%（每年）,0.15%（每年）,0.30%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率*55%+中债总指数(财富)收益率*45%,该基金无跟踪标的
013772,中加龙头精选混合型证券投资基金,中加龙头精选混合C,混合型-偏股,2022年01月05日,2022年02月09日 / 2.169亿份,0.70亿元,0.5725亿份,中加基金,浙商银行,张一然、薛杨,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率*50%+中证港股通综合指数(人民币)收益率*30%+1年期定期存款利率(税后)*20%,该基金无跟踪标的
013811,广发上证科创板50成份交易型开放式指数证券投资基金发起式联接基金,广发科创板50ETF发起联接C,指数型-股票,2021年10月11日,2021年10月20日 / 0.237亿份,14.75亿元,14.1683亿份,广发基金,中国银行,陆志明,每份累计0.00元,0.50%（每年）,0.10%（每年）,0.30%（每年）,0.00%,0.00%,1.50%,上证科创板50成份指数收益率*95%+活期存款利率(税后)*5%,上证科创板50成份指数
013841,银华集成电路混合型证券投资基金,银华集成电路混合C,混合型-偏股,2021年11月15日,2021年12月08日 / 9.146亿份,31.60亿元,20.9918亿份,银华基金,建设银行,方建,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.20%（每年）,0.00%,0.00%,1.50%,中证全指半导体产品与设备指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中债综合指数(全价)收益率*20%,该基金无跟踪标的
013856,嘉实品质发现混合型证券投资基金,嘉实品质发现混合C,混合型-偏股,2022年02月23日,2022年03月17日 / 2.578亿份,0.18亿元,0.1361亿份,嘉实基金,招商银行,蔡丞丰,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%,0.00%,1.50%,中证800指数收益率*70%+恒生指数收益率*10%+中债综合财富指数收益率*20%,该基金无跟踪标的
013881,长信中证500指数增强型证券投资基金,长信中证500指数增强C,指数型-股票,2017年08月01日,2021年10月28日 / --,0.31亿元,0.1635亿份,长信基金,建设银行,宋海岸,每份累计0.00元,0.80%（每年）,0.15%（每年）,0.40%（每年）,---,0.00%,1.50%,中证500指数收益率*95%+银行活期存款利率(税后)*5%,中证500指数
013894,国联安上证科创板50成份交易型开放式指数证券投资基金联接基金,国联安上证科创50ETF联接C,指数型-股票,2022年03月28日,2022年05月24日 / 2.150亿份,0.87亿元,0.6652亿份,国联安基金,交通银行,黄欣,每份累计0.00元,0.30%（每年）,0.05%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,上证科创板50成份指数收益率*95%+银行活期存款利率(税后)*5%,上证科创板50成份指数
013896,宝盈成长精选混合型证券投资基金,宝盈成长精选混合C,混合型-偏股,2021年11月08日,2021年12月01日 / 19.631亿份,2.02亿元,1.975亿份,宝盈基金,招商银行,李巍宇,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,中证800指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+商业银行人民币活期存款利率(税后)*20%,该基金无跟踪标的
013954,广发积极优势混合型基金中基金(FOF-LOF),广发积极优势混合(FOF-LOF)C,FOF-进取型,2022年03月28日,2022年06月09日 / 4.090亿份,0.10亿元,0.0786亿份,广发基金,浦发银行,杨喆,每份累计0.00元,1.00%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证800指数收益率*70%+人民币计价的恒生指数收益率*5%+中债-综合全价(总值)指数收益率*25%,该基金无跟踪标的
014037,博时成长回报混合型证券投资基金,博时成长回报混合C,混合型-偏股,2021年11月18日,2021年12月03日 / 6.624亿份,0.61亿元,0.4759亿份,博时基金,民生银行,肖瑞瑾,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率*60%+中证港股通综合指数收益率*15%+中债综合财富(总值)指数收益率*25%,该基金无跟踪标的
